ts,seq,i_ph_max,i_n,thd_i_mean,t_low_c,td_margin_k,worst_point,worst_dt_c,max_k_ratio,min_ttl_h,target_dt_c,target_k_ratio,q_any,pd_pps,risk_score,risk_mode,alarms
2026-07-06T10:45:00+00:00,43,1972,268.8,5,40.99,11.18,DSYA4_L1,53.52,1,,,,0,2.14,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T11:00:00+00:00,44,1974,272,5,41.19,11.35,DSYA4_L1,54.07,1,,,,0,2.11,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T11:15:00+00:00,45,1986,276,4.99,41.39,11.51,DSYA4_L1,54.43,1,,,,0,2.39,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T11:30:00+00:00,46,1994,276.8,4.98,41.58,11.66,DSYA4_L1,54.68,1,,,,0,2.38,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T11:45:00+00:00,47,1980,276.1,5,41.76,11.81,DSYA4_L1,55.63,1,,,,0,2.2,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T12:00:00+00:00,48,1967,275.9,5.02,41.93,11.95,DSYA4_L1,54.65,1,,,,0,2.2,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T12:15:00+00:00,49,1949,275.6,5.06,42.09,12.09,DSYA3_L1,54.15,1,,,,0,2.08,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T12:30:00+00:00,50,1932,276.3,5.09,42.23,12.21,DSYA3_L1,53.4,1,,,,0,2.46,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T12:45:00+00:00,51,1905,273.9,5.13,42.37,12.33,DSYA3_L1,53.02,1,,,,0,2.22,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T13:00:00+00:00,52,1889,274.9,5.16,42.49,12.43,DSYA3_L1,52.11,1,,,,0,2.09,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T13:15:00+00:00,53,1904,278.7,5.14,42.6,12.53,DSYA3_L1,50.88,1,,,,0,2.01,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T13:30:00+00:00,54,1922,279.4,5.11,42.7,12.61,DSYA3_L1,50.58,1,,,,0,2.12,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T13:45:00+00:00,55,1945,285.6,5.08,42.78,12.68,DSYA4_L1,51.33,1,,,,0,2.43,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T14:00:00+00:00,56,1952,286.7,5.07,42.85,12.74,DSYA4_L1,52.67,1,,,,0,2.63,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T14:15:00+00:00,57,1977,291.2,5.03,42.9,12.78,DSYA4_L1,53.24,1,,,,0,2.03,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T14:30:00+00:00,58,1996,291.8,5,42.94,12.82,DSYA4_L1,53.99,1,,,,0,2.26,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T14:45:00+00:00,59,2015,295,4.97,42.96,12.84,DSYA4_L1,54.89,1,,,,0,2.14,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T15:00:00+00:00,60,2045,299.7,4.92,42.97,12.84,DSYA4_L1,56.42,1,,,,0,2.23,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T15:15:00+00:00,61,2049,299.9,4.92,42.96,12.84,DSYA4_L1,57.88,1,,,,0,2.08,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T15:30:00+00:00,62,2053,298.7,4.91,42.94,12.82,DSYA4_L1,58.23,1,,,,0,2.13,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T15:45:00+00:00,63,2061,301.9,4.9,42.9,12.78,DSYA4_L1,58.66,1,,,,0,2.11,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T16:00:00+00:00,64,2055,301,4.91,42.85,12.74,DSYA4_L1,59.23,1,,,,0,2.15,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T16:15:00+00:00,65,2059,299.3,4.9,42.78,12.68,DSYA4_L1,59.57,1,,,,0,2.38,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T16:30:00+00:00,66,2046,296.9,4.92,42.7,12.61,DSYA4_L1,59.6,1,,,,0,2.13,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T16:45:00+00:00,67,2031,295,4.94,42.6,12.53,DSYA4_L1,58.44,1,,,,0,2.76,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T17:00:00+00:00,68,2030,294.7,4.94,42.49,12.43,DSYA4_L1,57.9,1,,,,0,2.19,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T17:15:00+00:00,69,2004,294.1,4.99,42.37,12.33,DSYA4_L1,57.77,1,,,,0,2.08,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T17:30:00+00:00,70,1974,290,5.03,42.23,12.21,DSYA3_L1,56.87,1,,,,0,2.01,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T17:45:00+00:00,71,1948,287.2,5.08,42.09,12.09,DSYA3_L1,55.43,1,,,,0,2.27,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T18:00:00+00:00,72,1920,286.2,5.12,41.93,11.95,DSYA3_L1,54.51,1,,,,0,2.15,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T18:15:00+00:00,73,1884,281.1,5.18,41.76,11.81,DSYA7_L1,52.93,1,,,,0,2.27,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T18:30:00+00:00,74,1864,278.7,5.21,41.58,11.66,DSYA3_L1,51.6,1,,,,0,2.41,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T18:45:00+00:00,75,1829,272.7,5.26,41.39,11.51,DSYA3_L1,50.57,1,,,,0,2.05,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T19:00:00+00:00,76,1803,268.8,5.3,41.19,11.35,DSYA3_L1,48.37,1,,,,0,2.07,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T19:15:00+00:00,77,1819,272.9,5.28,40.99,11.18,DSYA3_L1,47.25,1,,,,0,2.44,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T19:30:00+00:00,78,1840,276.1,5.25,40.78,11.01,DSYA3_L1,46.68,1,,,,0,2.14,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T19:45:00+00:00,79,1851,277.4,5.23,40.56,10.84,DSYA4_L1,47.15,1,,,,0,2.77,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T20:00:00+00:00,80,1858,279,5.22,40.34,10.66,DSYA4_L1,47.87,1,,,,0,2.28,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T20:15:00+00:00,81,1821,276.8,5.28,40.11,10.49,DSYA4_L1,48.05,1,,,,0,2.25,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T20:30:00+00:00,82,1796,273.9,5.33,39.88,10.31,DSYA3_L1,46.73,1,,,,0,2.12,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T20:45:00+00:00,83,1747,265.8,5.4,39.65,10.14,DSYA3_L1,45.95,1,,,,0,2.31,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T21:00:00+00:00,84,1715,260,5.45,39.42,9.96,DSYA7_L1,44.39,1,,,,0,2.42,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-06T21:15:00+00:00,85,1642,246.9,5.56,39.19,9.79,DSYA3_L1,42.88,1,,,,0,2.53,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF
2026-07-06T21:30:00+00:00,86,1580,238.1,5.65,38.96,9.62,DSYA3_L1,40.71,1,,,,0,2.17,0,HYP-NORMAL,
2026-07-06T21:45:00+00:00,87,1508,229.2,5.77,38.73,9.45,DSYA3_L1,38.36,1,,,,0,2.1,0,HYP-NORMAL,
2026-07-06T22:00:00+00:00,88,1444,221.1,5.87,38.5,9.28,DSYA3_L1,35.88,1,,,,0,2.05,0,HYP-NORMAL,
2026-07-06T22:15:00+00:00,89,1343,207.9,6.03,38.28,9.12,DSYA3_L1,32.73,1,,,,0,2.11,0,HYP-NORMAL,
2026-07-06T22:30:00+00:00,90,1235,194.7,6.21,38.06,8.97,DSYA3_L1,29.87,1,,,,0,2.18,0,HYP-NORMAL,
2026-07-06T22:45:00+00:00,91,1133,181.3,6.37,37.85,8.82,DSYA7_L1,26.53,1,,,,0,2.57,0,HYP-NORMAL,
2026-07-06T23:00:00+00:00,92,1026,167.7,6.54,37.64,8.68,DSYA3_L1,22.71,1,,,,0,2.16,0,HYP-NORMAL,
2026-07-06T23:15:00+00:00,93,928.1,152.8,6.7,37.45,8.54,DSYA7_L1,19.62,1,,,,0,2.32,0,HYP-NORMAL,
2026-07-06T23:30:00+00:00,94,834.9,139.9,6.85,37.26,8.41,DSYA7_L1,16.62,1,,,,0,2.15,0,HYP-NORMAL,
2026-07-06T23:45:00+00:00,95,741,126.7,7.01,37.08,8.29,DSYA7_L1,13.83,1,,,,0,2.32,0,HYP-NORMAL,
2026-07-07T00:00:00+00:00,96,644.4,111.3,7.16,37.01,8.24,DSYA7_L1,11.48,1,,,,0,2.27,0,HYP-NORMAL,
2026-07-07T00:15:00+00:00,97,625.1,108.5,7.19,36.85,8.13,DSYA3_L1,9.59,1,,,,0,2.13,0,HYP-NORMAL,
2026-07-07T00:30:00+00:00,98,609.8,106.6,7.22,36.71,8.03,DSYA7_L1,7.68,1,,,,0,2.36,0,HYP-NORMAL,
2026-07-07T00:45:00+00:00,99,595.3,104.1,7.24,36.57,7.94,DSYA7_L1,6.67,1,,,,0,2.03,0,HYP-NORMAL,
2026-07-07T01:00:00+00:00,100,584.6,101.6,7.26,36.45,7.86,DSYA3_L1,6.28,1,,,,0,2.07,0,HYP-NORMAL,
2026-07-07T01:15:00+00:00,101,569.8,99.2,7.28,36.34,7.79,DSYA3_L1,5.64,1,,,,0,2.31,0,HYP-NORMAL,
2026-07-07T01:30:00+00:00,102,558.5,97.1,7.3,36.24,7.73,DSYA3_L1,5.15,1,,,,0,2.08,0,HYP-NORMAL,
2026-07-07T01:45:00+00:00,103,551.8,97,7.31,36.16,7.67,DSYA3_L1,4.8,1,,,,0,2.17,0,HYP-NORMAL,
2026-07-07T02:00:00+00:00,104,540.7,95.6,7.33,36.1,7.63,DSYA4_L1,4.56,1,,,,0,2.44,0,HYP-NORMAL,
2026-07-07T02:15:00+00:00,105,536.9,94.7,7.33,36.04,7.6,DSYA3_L1,5,1,,,,0,2.15,0,HYP-NORMAL,
2026-07-07T02:30:00+00:00,106,531.4,94.1,7.34,36,7.57,DSYA1_L1,4.49,1,,,,0,2.33,0,HYP-NORMAL,
2026-07-07T02:45:00+00:00,107,528.6,94,7.35,35.98,7.56,DSYA1_L1,4.15,1,,,,0,2.13,0,HYP-NORMAL,
2026-07-07T03:00:00+00:00,108,526.3,93.2,7.35,35.97,7.55,DSYA4_L1,4.14,1,,,,0,2.05,0,HYP-NORMAL,
2026-07-07T03:15:00+00:00,109,526,93.2,7.35,35.98,7.56,DSYA4_L1,4.34,1,,,,0,2.18,0,HYP-NORMAL,
2026-07-07T03:30:00+00:00,110,526.1,93.2,7.35,36,7.57,DSYA2_L1,3.87,1,,,,0,2.22,0,HYP-NORMAL,
2026-07-07T03:45:00+00:00,111,525.1,93.3,7.35,36.04,7.6,DSYA4_L1,3.87,1,,,,0,2.14,0,HYP-NORMAL,
2026-07-07T04:00:00+00:00,112,527.2,93.5,7.35,36.1,7.63,DSYA4_L1,4,1,,,,0,2.25,0,HYP-NORMAL,
2026-07-07T04:15:00+00:00,113,531.9,93.7,7.34,36.16,7.67,DSYA7_L1,3.97,1,,,,0,2.04,0,HYP-NORMAL,
2026-07-07T04:30:00+00:00,114,543.7,95.5,7.32,36.24,7.73,DSYA4_L1,4.32,1,,,,0,2.26,0,HYP-NORMAL,
2026-07-07T04:45:00+00:00,115,550.4,96.4,7.31,36.34,7.79,DSYA7_L1,4.23,1,,,,0,2.24,0,HYP-NORMAL,
2026-07-07T05:00:00+00:00,116,563.1,98.4,7.29,36.45,7.86,DSYA4_L1,4.56,1,,,,0,2.06,0,HYP-NORMAL,
2026-07-07T05:15:00+00:00,117,603.7,105.1,7.23,36.57,7.94,DSYA4_L1,4.28,1,,,,0,2.11,0,HYP-NORMAL,
2026-07-07T05:30:00+00:00,118,646.7,112.1,7.16,36.71,8.03,DSYA7_L1,5.01,1,,,,0,2.24,0,HYP-NORMAL,
2026-07-07T05:45:00+00:00,119,683.3,117.3,7.1,36.85,8.13,DSYA4_L1,5.63,1,,,,0,2.21,0,HYP-NORMAL,
2026-07-07T06:00:00+00:00,120,722.4,123.2,7.03,37.01,8.24,DSYA4_L1,6.2,1,,,,0,2.02,0,HYP-NORMAL,
2026-07-07T06:15:00+00:00,121,851.3,142.8,6.83,37.18,8.36,DSYA4_L1,6.86,1,,,,0,2.17,0,HYP-NORMAL,
2026-07-07T06:30:00+00:00,122,979,161.4,6.62,37.36,8.48,DSYA4_L1,9.5,1,,,,0,2.31,0,HYP-NORMAL,
2026-07-07T06:45:00+00:00,123,1108,178.2,6.41,37.55,8.61,DSYA4_L1,12.45,1,,,,0,2.42,0,HYP-NORMAL,
2026-07-07T07:00:00+00:00,124,1238,194.3,6.2,37.75,8.75,DSYA4_L1,15.88,1,,,,0,2.27,0,HYP-NORMAL,
2026-07-07T07:15:00+00:00,125,1368,211.6,5.99,37.95,8.89,DSYA4_L1,20.06,1,,,,0,2.26,0,HYP-NORMAL,
2026-07-07T07:30:00+00:00,126,1492,226.4,5.79,38.16,9.04,DSYA4_L1,24.91,1,,,,0,2.01,0,HYP-NORMAL,
2026-07-07T07:45:00+00:00,127,1629,242.6,5.57,38.38,9.2,DSYA4_L1,29.75,1,,,,0,2.12,0,HYP-NORMAL,
2026-07-07T08:00:00+00:00,128,1773,261.8,5.35,38.6,9.36,DSYA4_L1,35.24,1,,,,0,2.14,0,HYP-NORMAL,
2026-07-07T08:15:00+00:00,129,1810,264.9,5.29,38.83,9.52,DSYA4_L1,41.92,1,,,,0,2.12,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T08:30:00+00:00,130,1861,269.8,5.2,39.06,9.69,DSYA4_L1,44.98,1,,,,0,2.45,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T08:45:00+00:00,131,1888,271.9,5.16,39.29,9.86,DSYA4_L1,47.35,1,,,,0,2.63,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T09:00:00+00:00,132,1917,275.6,5.11,39.52,10.03,DSYA4_L1,49.35,1,,,,0,2.46,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T09:15:00+00:00,133,1901,275.6,5.14,39.75,10.21,DSYA4_L1,50.9,1,,,,0,2,0,HYP-NORMAL,ALM-THR-TERM-WARN;ALM-PANEL-TEMP
2026-07-07T09:30:00+00:00,134,1877,271.9,5.18,39.98,10.39,DSYA4_L1,50.3,1,,,,0,2.31,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T09:45:00+00:00,135,1865,271.9,5.2,40.21,10.56,DSYA4_L1,49.44,1,,,,0,2.07,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T10:00:00+00:00,136,1856,269.6,5.21,40.44,10.74,DSYA4_L1,48.9,1,,,,0,2.14,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T10:15:00+00:00,137,1865,271.6,5.2,40.66,10.92,DSYA3_L1,48.52,1,,,,0,2.36,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T10:30:00+00:00,138,1880,271.5,5.17,40.87,11.09,DSYA4_L1,48.55,1,,,,0,2.1,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T10:45:00+00:00,139,1896,273.9,5.15,41.09,11.26,DSYA4_L1,49.17,1,,,,0,2,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T11:00:00+00:00,140,1909,277.1,5.13,41.29,11.42,DSYA4_L1,49.86,1,,,,0,2.76,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T11:15:00+00:00,141,1910,276.1,5.13,41.49,11.59,DSYA4_L1,50.58,1,,,,0,2.11,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T11:30:00+00:00,142,1901,275.6,5.14,41.68,11.74,DSYA4_L1,50.7,1,,,,0,2.4,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T11:45:00+00:00,143,1895,273.3,5.15,41.86,11.89,DSYA4_L1,50.55,1,,,,0,2.52,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T12:00:00+00:00,144,1887,271.4,5.16,42.02,12.03,DSYA4_L1,50.16,1,,,,0,2.52,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T12:15:00+00:00,145,1855,267,5.21,42.18,12.17,DSYA4_L1,49.93,1,,,,0,2.4,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T12:30:00+00:00,146,1838,268,5.24,42.33,12.29,DSYA3_L1,49.02,1,,,,0,2.09,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
